id,type,address,lat,lon,display_name
C37,customer,"Ortabayir Mahallesi, Kagithane, Istanbul, Turkiye",41.0780937,29.0039886,"Ortabayır Mahallesi, Kâğıthane, İstanbul, Marmara Bölgesi, 34413, Türkiye"
C38,customer,"Sanayi Mahallesi, Kagithane, Istanbul, Turkiye",41.0909671,28.9978422,"Sultan Selim Mahallesi, Kâğıthane, İstanbul, Marmara Bölgesi, Türkiye"
C39,customer,"Yesilce Mahallesi, Kagithane, Istanbul, Turkiye",41.0956169,29.0006008,"Yeşilce Mahallesi, Kâğıthane, İstanbul, Marmara Bölgesi, 34418, Türkiye"
C40,customer,"Talatpasa Mahallesi, Kagithane, Istanbul, Turkiye",41.063141,28.9635226,"Talatpaşa Mahallesi, Kâğıthane, İstanbul, Marmara Bölgesi, 34384, Türkiye"
C41,customer,"Yesilpinar Mahallesi, Eyupsultan, Istanbul, Turkiye",41.0785373,28.9195063,"Yeşilpınar Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34065, Türkiye"
C42,customer,"Alibeykoy Mahallesi, Eyupsultan, Istanbul, Turkiye",41.077272,28.946901,"Alibeyköy Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
C43,customer,"Topcular Mahallesi, Eyupsultan, Istanbul, Turkiye",41.0411044,28.9254323,"Topçular Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34000, Türkiye"
C44,customer,"Defterdar Mahallesi, Eyupsultan, Istanbul, Turkiye",41.0372014,28.934288,"Defterdar Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
C45,customer,"Islambey Mahallesi, Eyupsultan, Istanbul, Turkiye",41.0467148,28.9314745,"İslambey Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
C46,customer,"Nisanca Mahallesi, Eyupsultan, Istanbul, Turkiye",41.041653,28.927815,"Nişanca, Eyüp Sultan Bulvarı, Düğmeciler Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
C48,customer,"Rami Yeni Mahallesi, Eyupsultan, Istanbul, Turkiye",41.0515281,28.9175547,"Rami Yeni Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
C49,customer,"Karadolap Mahallesi, Eyupsultan, Istanbul, Turkiye",41.0747846,28.934217,"Karadolap Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
C50,customer,"Guvenlik Mahallesi, Eyupsultan, Istanbul, Turkiye",41.0504682,28.9188062,"Desi Alarm & Güvenlik, 54/B, Reşadiye Caddesi, Rami Yeni Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
C51,customer,"Sultanahmet Mahallesi, Fatih, Istanbul, Turkiye",41.0041141,28.9769087,"Sultan Ahmet Mahallesi, Fatih, İstanbul, Marmara Bölgesi, Türkiye"
C52,customer,"Aksaray Mahallesi, Fatih, Istanbul, Turkiye",41.0083123,28.9502838,"Aksaray Mahallesi, Fatih, İstanbul, Marmara Bölgesi, 34096, Türkiye"
C53,customer,"Eminonu Mahallesi, Fatih, Istanbul, Turkiye",41.0180181,28.9728987,"İşbank, Eminönü, Sirkeci, Hobyar Mahallesi, İstanbul, Fatih, İstanbul, Marmara Bölgesi, 34112, Türkiye"
C54,customer,"Haseki Sultan Mahallesi, Fatih, Istanbul, Turkiye",41.0092592,28.9451769,"Haseki Sultan Mahallesi, Fatih, İstanbul, Marmara Bölgesi, Türkiye"
C55,customer,"Balat Mahallesi, Fatih, Istanbul, Turkiye",41.0320032,28.9482931,"Balat Mahallesi, Fatih, İstanbul, Marmara Bölgesi, 34087, Türkiye"
C56,customer,"Capa Mahallesi, Fatih, Istanbul, Turkiye",41.0138832,28.9327162,"Şehremini Mahallesi, Fatih, İstanbul, Marmara Bölgesi, 34104, Türkiye"
C57,customer,"Fener Mahallesi, Fatih, Istanbul, Turkiye",41.0298173,28.9509216,"Fener, Balat Mahallesi, İstanbul, Fatih, İstanbul, Marmara Bölgesi, 34087, Türkiye"
C58,customer,"Kocamustafapasa Mahallesi, Fatih, Istanbul, Turkiye",40.9999287,28.9331768,"Kocamustafapaşa, İç Kalpakçı Sokağı, Samatya, Koca Mustafapaşa Mahallesi, İstanbul, Fatih, İstanbul, Marmara Bölgesi, 34098, Türkiye"
C59,customer,"Karagumruk Mahallesi, Fatih, Istanbul, Turkiye",41.0268821,28.9373882,"Karagümrük Mahallesi, Fatih, İstanbul, Marmara Bölgesi, Türkiye"
C60,customer,"Molla Gurani Mahallesi, Fatih, Istanbul, Turkiye",41.0129736,28.9418478,"Molla Gürani Mahallesi, Fatih, İstanbul, Marmara Bölgesi, 34093, Türkiye"
C61,customer,"Topkapi Mahallesi, Zeytinburnu, Istanbul, Turkiye",41.0277775,28.9096922,"Maltepe Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34010, Türkiye"
C62,customer,"Merkezefendi Mahallesi, Zeytinburnu, Istanbul, Turkiye",41.014371,28.9189855,"Merkezefendi Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
C63,customer,"Yesiltepe Mahallesi, Zeytinburnu, Istanbul, Turkiye",40.9912492,28.902307,"Yeşiltepe Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34025, Türkiye"
C64,customer,"Veliefendi Mahallesi, Zeytinburnu, Istanbul, Turkiye",40.9959417,28.8978934,"Veliefendi Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
C65,customer,"Nuripasa Mahallesi, Zeytinburnu, Istanbul, Turkiye",40.9881236,28.9025258,"Nuripaşa Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
C66,customer,"Kazlicesme Mahallesi, Zeytinburnu, Istanbul, Turkiye",40.9881118,28.9093458,"Kazlıçeşme Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
C67,customer,"Maltepe Mahallesi, Zeytinburnu, Istanbul, Turkiye",41.0277775,28.9096922,"Maltepe Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34010, Türkiye"
C68,customer,"Bestelsiz Mahallesi, Zeytinburnu, Istanbul, Turkiye",40.9994868,28.9045024,"Beştelsiz Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
C69,customer,"Telsiz Mahallesi, Zeytinburnu, Istanbul, Turkiye",40.9994553,28.9121132,"Telsiz Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
C70,customer,"Gokalp Mahallesi, Zeytinburnu, Istanbul, Turkiye",40.9934935,28.9054676,"Gökalp Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34020, Türkiye"
C71,customer,"Sakizagaci Mahallesi, Bakirkoy, Istanbul, Turkiye",40.9777116,28.8792335,"Sakızağacı Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34142, Türkiye"
C72,customer,"Kartaltepe Mahallesi, Bakirkoy, Istanbul, Turkiye",40.9852114,28.8759551,"Kartaltepe Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34145, Türkiye"
C73,customer,"Osmaniye Mahallesi, Bakirkoy, Istanbul, Turkiye",40.9938982,28.8795871,"Osmaniye Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34146, Türkiye"
C74,customer,"Yesilkoy Mahallesi, Bakirkoy, Istanbul, Turkiye",40.9589829,28.8225574,"Yeşilköy Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
C75,customer,"Florya Mahallesi, Bakirkoy, Istanbul, Turkiye",40.975948,28.7910128,"Florya, Şenlikköy Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34153, Türkiye"
C76,customer,"Atakoy Mahallesi, Bakirkoy, Istanbul, Turkiye",40.977329,28.8675128,"Ataköy 1. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
C77,customer,"Zuhuratbaba Mahallesi, Bakirkoy, Istanbul, Turkiye",40.9824138,28.8711297,"Zuhuratbaba Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34147, Türkiye"
C78,customer,"Basinkoy Mahallesi, Bakirkoy, Istanbul, Turkiye",40.979703,28.780426,"Basınköy Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
C79,customer,"Cevizlik Mahallesi, Bakirkoy, Istanbul, Turkiye",40.9785708,28.8754801,"Cevizlik Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34140, Türkiye"
C80,customer,"Sirinevler Mahallesi, Bahcelievler, Istanbul, Turkiye",40.9956523,28.8486348,"Şirinevler Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34188, Türkiye"
C81,customer,"Kocasinan Merkez Mahallesi, Bahcelievler, Istanbul, Turkiye",41.0170357,28.8419751,"Kocasinan Merkez Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, Türkiye"
C82,customer,"Yenibosna Merkez Mahallesi, Bahcelievler, Istanbul, Turkiye",41.0134935,28.8251315,"Yenibosna Merkez Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34197, Türkiye"
C83,customer,"Soganli Mahallesi, Bahcelievler, Istanbul, Turkiye",41.0109005,28.8555162,"Soğanlı Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34183, Türkiye"
C84,customer,"Hurriyet Mahallesi, Bahcelievler, Istanbul, Turkiye",40.9941482,28.8411642,"Hürriyet Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34192, Türkiye"
C85,customer,"Bahcelievler Mahallesi, Bahcelievler, Istanbul, Turkiye",41.00422455,28.871414117098865,"Bahçelievler Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34180, Türkiye"
C86,customer,"Cumhuriyet Mahallesi, Bahcelievler, Istanbul, Turkiye",41.0171118,28.8529333,"Cumhuriyet Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34186, Türkiye"
C87,customer,"Fevzi Cakmak Mahallesi, Bahcelievler, Istanbul, Turkiye",41.0016533,28.8329435,"Fevzi Çakmak Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, Türkiye"
C88,customer,"Mahmutbey Mahallesi, Bahcelievler, Istanbul, Turkiye",40.996169,28.8437246,"Mahmutbey 1. Sokak, Şirinevler Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34188, Türkiye"
C89,customer,"Cobancesme Mahallesi, Bahcelievler, Istanbul, Turkiye",41.0043769,28.826637,"Çobançeşme Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34196, Türkiye"
C90,customer,"Sefakoy Mahallesi, Kucukcekmece, Istanbul, Turkiye",41.0012981,28.7976664,"Türkiye İş Bankası, Sadık Sokağı, Sefaköy, Kartaltepe Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 34295, Türkiye"
C91,customer,"Atakent Mahallesi, Kucukcekmece, Istanbul, Turkiye",41.0553307,28.7819332,"Atakent Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 34307, Türkiye"
C92,customer,"Halkali Merkez Mahallesi, Kucukcekmece, Istanbul, Turkiye",41.0356342,28.7925691,"Halkalı Merkez Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 34303, Türkiye"
C93,customer,"Yarimburgaz Mahallesi, Kucukcekmece, Istanbul, Turkiye",41.0486117,28.7538529,"Yarımburgaz Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
C94,customer,"Cennet Mahallesi, Kucukcekmece, Istanbul, Turkiye",40.9896625,28.7775673,"Cennet Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 34290, Türkiye"
C95,customer,"Fatih Mahallesi, Kucukcekmece, Istanbul, Turkiye",40.9920419,28.76962,"Fatih Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
C96,customer,"Gultepe Mahallesi, Kucukcekmece, Istanbul, Turkiye",40.9942991,28.7911487,"Gültepe Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
C97,customer,"Inonu Mahallesi, Kucukcekmece, Istanbul, Turkiye",41.0234463,28.7965109,"İnönü Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
C98,customer,"Mehmet Akif Mahallesi, Kucukcekmece, Istanbul, Turkiye",41.0531043,28.8058591,"Mehmet Akif Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
C99,customer,"Tevfikbey Mahallesi, Kucukcekmece, Istanbul, Turkiye",41.0080103,28.7994582,"Tevfikbey Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
C100,customer,"Ambarli Mahallesi, Avcilar, Istanbul, Turkiye",40.9737318,28.7141652,"Ambarlı Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, 34314, Türkiye"
